date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2023-04-21,0.100722,0.033798,0.29,0.2358,6.069,S2B_30NXL_20230421_0_L2A,880
2023-05-01,-0.030184,0.010496,1.1516,1.2092,50.017,S2B_30NXL_20230501_0_L2A,46
2023-05-06,0.063576,0.056352,0.2276,0.2263,32.469,S2A_30NXL_20230506_0_L2A,710
2023-05-26,0.10799,0.039977,0.3536,0.2836,42.622,S2A_30NXL_20230526_0_L2A,888
2023-06-30,0.126271,0.043772,0.3374,0.2611,21.653,S2B_30NXL_20230630_0_L2A,102
2023-07-15,0.086442,0.041934,0.2676,0.2254,54.48,S2A_30NXL_20230715_0_L2A,586
2023-08-04,-0.010812,0.010249,0.7812,0.8008,83.838,S2A_30NXL_20230804_0_L2A,98
2023-10-18,0.12251,0.031614,0.3148,0.2454,26.532,S2B_30NXL_20231018_0_L2A,888
2023-10-28,0.012871,0.043606,0.1051,0.1017,28.732,S2B_30NXL_20231028_0_L2A,120
2023-11-02,0.118793,0.025958,0.3398,0.2682,37.464,S2A_30NXL_20231102_0_L2A,112
2023-11-12,0.122818,0.024173,0.3526,0.2742,25.495,S2A_30NXL_20231112_0_L2A,620
2023-11-17,0.087311,0.021729,0.3416,0.2868,33.798,S2B_30NXL_20231117_0_L2A,132
2023-11-27,0.001196,0.052327,0.1639,0.1577,77.8,S2B_30NXL_20231127_0_L2A,58
2023-12-02,0.124649,0.045454,0.333,0.2574,44.173,S2A_30NXL_20231202_0_L2A,434
2023-12-17,0.108746,0.022796,0.2855,0.2298,18.609,S2B_30NXL_20231217_0_L2A,720
2023-12-22,0.131806,0.0281,0.2556,0.1948,11.902,S2A_30NXL_20231222_0_L2A,888
2023-12-27,0.10932,0.048954,0.3118,0.2508,37.871,S2B_30NXL_20231227_0_L2A,544
2024-01-01,0.089583,0.022472,0.2708,0.2251,28.38,S2A_30NXL_20240101_0_L2A,190
2024-01-06,-0.037785,0.038076,0.1556,0.1672,28.68,S2B_30NXL_20240106_0_L2A,38
2024-01-21,0.113712,0.037147,0.2153,0.1715,18.529,S2A_30NXL_20240121_0_L2A,396
2024-01-26,0.086333,0.036288,0.2193,0.1798,22.868,S2B_30NXL_20240126_0_L2A,888
2024-01-31,0.157122,0.041536,0.1983,0.1446,5.135,S2A_30NXL_20240131_0_L2A,426
